============================================================
来源文件: xueshu_01.txt
============================================================
=== Sheet: Sheet1 (211x3) ===
吉林大学本科学生学科竞赛体系（2022） |  | 
序号 | 竞赛项目名称 | 评定等级
| **BSC** | 中国汽车工程学会巴哈大赛 | **79 所** |

> 对比：吉速车队所在吉大，FSCC 就是它的主战场（七冠王即此赛事）。

**主办方**：中国汽车工程学会（SAE China）｜**创办**：2010 年（2025 年已办十六届）

---

## 三、2026 赛季规则（198 页，2026-04-10 发布"最终版"）

### 三大赛别分类（这是 FSC 与 RM 最根本的差异）

| 类别 | 代号 | 说明 |
|---|---|---|
| 燃油车 | **CV**（第四章） | 含**混合动力规则 CV5**、**甲醇发动机规则 CV6**（2026 新增） |
| 电车 | **EV**（第五章） | 电气动力总成、能量储存、安全回路、充电机 |
| 无人车 | **AV**（第六章） | 无人驾驶系统 AS、紧急制动 EBS、传感器 |
| 通用规范 | **T**（第二章）/ **M**（第三章） | 底盘、驾驶员单元、制动、动力、空气动力学、电气 |
| 车架替代规则 | **M1-M7** | 替代车架 + 结构要求认证表 SRCF |

### 完整八章结构

```
第一章 管理规定        A1-A12（宗旨/概述/参赛资格/指导教师/赛车合格性/注册/文件与处罚/抗议/处罚/规则答疑）
第二章 通用技术规范     T1-T15（要求与限制/总体设计/底盘/驾驶员单元/驾驶舱/安全设备/制动/动力/
                              车身与空动/气压液压/紧固件/电气/无线电/识别/装备）
第三章 替代车架规则     M1-M7
第四章 燃油车规则       CV1-CV6（动力系统/燃料/排气噪音/电气熄火/混合动力/甲醇）
第五章 电车规则         EV1-EV9（定义/电气动力总成/通用/驱动系统TS/能量储存/安全回路/充电机/操作工具/电气系统表）
第六章 无人车规则       AV1-AV5（要求与约束/无人驾驶系统AS/紧急制动EBS/传感器/驱动）
第七章 静态项目规则     S1-S6
第八章 动态项目规则     D1-D15
```

### ⭐ 评分体系（FSC 的核心机制 —— 与 RM 完全不同）

**油车 & 电车：总分 1000 分**

| 项目 | 分值 | 类型 |
|---|---|---|
| 技术检查 | **不计分** | 资格门槛 |
| 成本与制造分析 | 100 | 静态 |
| 商业报告 | 75 | 静态 |
| 赛车设计 | 150 | 静态 |
| **静态小计** | **325** | |
| 直线加速 | 75 | 动态 |
| 8 字绕环 | 50 | 动态 |
| 高速避障 | 150 | 动态 |
| 效率测试 | 100 | 动态 |
| 耐久测试 | **300** | 动态 |
| **动态小计** | **675** | |

**无人车：总分 1000 分**

| 项目 | 分值 |
|---|---|
| 赛车设计 | **300** |
| 直线加速 | 100 |
| 8 字绕环 | **150** |
| 高速避障 | 125 |
| **高速循迹** | **325** |
| 静态小计 / 动态小计 | 300 / 700 |

> ⚠️ **无人车没有耐久测试和效率测试**，改为"高速循迹测试"。
> 耐久测试单项 300 分 = 全场最高权重（油/电），说明**可靠性比圈速更重要**。

### ⭐ 硬指标（T2/T3，全部可量化）

| 项目 | 要求 |
|---|---|
| **轴距** | **≥ 1525 mm** |
| **轮距** | 较小轮距 ≥ 较大轮距的 **75%** |
| **轮辋直径** | **≥ 203.2 mm**（8 英寸） |
| **最小静态离地间隙** | **≥ 30 mm**（有车手时，除轮胎外任何部分） |
| **悬架跳动行程** | **≥ 50 mm**（有车手时） |
| 转向自由行程 | **≤ 7°**（方向盘测量） |
| **后轮转向角** | 允许，但须机械限位在**最大 6°** |
| 雨胎花纹深度 | **≥ 2.4 mm** |
| 车身边缘圆角 | ≥ 1 mm（可能与行人接触处） |
| 低压系统电压 | 最大 **60 VDC / 50 VAC RMS** |
| 主开关把手 | ≥ 50 mm 宽，红色可移除，机械旋转式 |
| 举升点 | 橙色，外径 25–30 mm 圆铝/钢管，裸露段 ≥ 280 mm，管底离地 ≥ 75 mm |
| 溢流罐 | ≥ 液体体积 10% 且 ≥ 100 mL（取大者） |

**车手逃生时间**（T5.8）是技术检查必测项。检查分三段：第一车检（电气/机械/无人驾驶系统）→ 第二车检 → 第三车检（噪声、主开关、鸣笛、雨淋、制动）。

### 有效锁紧机构（T11.2，工程细节）

**认可**：锁紧线、开口销、尼龙防松螺母（>80°C 禁用）、预置扭矩式螺母、锁紧片、带耳止动垫圈
**不认可**：弹簧垫圈、尼龙防松螺栓、Loctite 螺纹胶

---

## 四、⚖️ FSC vs RoboMaster 赛制对比

| 维度 | **FSC（大学生方程式）** | **RoboMaster（机甲大师）** |
|---|---|---|
| 主办 | 中国汽车工程学会 | 大疆 DJI / 组委会 |
| 载体 | **一台车**（单人座方程式赛车） | **一队机器人**（7-8 台） |
| 对抗形式 | **计分制**（各自跑，按时间/表现换算分数） | **实时对抗**（同场 7v7，打基地） |
| 胜负判定 | **累计总分**（1000 分） | 打掉对方基地 / 血量多者胜 |
| 核心能力 | 车辆设计、制造、成本控制、商业营销、沟通协调 | 机器人研发、战术、临场调度、团队协同 |
| 静态项目 | **325 分**（设计/成本/商业报告） | 有赛季规划、技术评审文档，但**不计入比赛分** |
| 动态项目 | 675 分（直线/8字/避障/耐久/效率） | 单场比赛内完成攻防 |
| 耐久权重 | **极高（300/1000）** | 无对应项（考验单场稳定性） |
| 技术门槛 | 机械+动力+空动+电气（汽车工程全链） | 机械+电控+视觉+AI+软件 |
| 学科对口 | **车辆工程、汽车工程、机械** | 自动化、电子、计算机、AI |
| 单赛季节奏 | **一年造一台车**（设计-加工-装配-测试） | 赛季内多场比赛，机器人迭代 |
| 关键差异 | **商业报告/成本分析占 175 分** —— 工程 + 商科复合 | 无商业维度，纯技术对抗 |

**一句话**：RM 是**"竞技体育 + 机器人"**，FSC 是**"工程项目管理 + 赛车"**。FSC 更贴近**真实车企的研发流程**（要交设计报告、成本清单、商业方案），RM 更贴近**技术对抗与算法**。

---

## 五、和吉速车队的关系（实测印证）

| 官网规定 | 吉速车队实测 |
|---|---|
| 静态 325 分含商业报告 75 + 成本 100 | 2025 赛季**商业报告第 1 名** ✅ |
| 静态含赛车设计 150 | 2025 赛季**赛车设计第 1 名** ✅ |
| 动态含直线加速 75 | 2025 赛季**直线加速第 1 名** ✅ |
| **耐久测试 300（最高权重）** | 2025 赛季**耐久测试第 1 名** ✅ |
| 动态含效率测试 100 | 2025 赛季**成本与制造分析第 4 名**（对应成本项） |
| 高速避障 150 | 2025 赛季高速避障第 2 名 |
| 8 字绕环 50 | 2025 赛季八字绕环第 3 名 |

→ **吉速的强项正好覆盖分值最高的几项**（耐久 300、赛车设计 150、直线加速 75、商业报告 75），这是七冠王的技术解释。**四个满分项拿下，冠军就稳了。**

**另一条线索**：2026 规则参编人员名单里有 **"王达"** —— 正是吉速车队的指导教师（车辆工程系）。**吉速的工作室直接参与了中国大学生方程式规则的编写。**

---

## 六、已下载官方文件（`FSC官方文件\`，31 份）

### 核心必读

| 文件 | 说明 |
|---|---|
| **2026中国大学生方程式系列赛事规则（最终版）.pdf** | 198 页，**最重要** |
| **2026锦标赛竞赛手册.pdf** | 竞赛组织流程 |
| **2026_方程式锦标赛_技术检查表（一）.pdf** | 车检逐项核对表 |
| 2026中国大学生方程式系列赛事规则（答题版）.pdf | 规则考试题库 |
| FSC_2026_案例分析题目(1).pdf | 案例题 |
| 中国大学生系列赛事-设计答辩纲要.pdf | 设计答辩框架 |
| 2025中国大学生方程式能量计说明书与安装指引V1.0.pdf | 能量计 |

### 历届规则（可对比演进）

2025 规则最终版/答题版、2024 规则 v2.1/发布版/答题版、2023 规则最终版

### 分赛别

- **油车**：2025FSCC 技术检查表 v1.0/v1.1、2025 方程式竞赛手册、2024FSCC 竞赛手册 Handbook、2023FSCC 技术检查表/竞赛手册
- **电车**：电车竞赛手册、2025FSEC 技术检查表部分一/部分二、2024FSEC 竞赛手册、2023FSEC/FSAC 竞赛手册、电气安全培训资料
- **无人车**：2024FSAC 入门指南
- **巴哈**：2023 巴哈竞赛规则 V1.1、GB460VE 发动机模型手册、2023/2022 巴哈竞赛规则

---

## 七、给用户的判断

**1. FSC 和 RM 是两条完全不同的路**

- **吉甲大师（RM）**= 机器人对抗，走自动化/电子/计算机方向，跨校区（南湖）
- **吉速（FSC）**= 造一台方程式赛车，走**车辆工程/汽车工程**方向，**同校区（南岭）**

对"转车辆工程"这个目标，**FSC 的对口度远高于 RM**。FSC 考的就是你要学的专业课：汽车构造、汽车理论、底盘设计、空气动力学。

**2. FSC 有 175 分是"商科分"**（商业报告 75 + 成本分析 100）

这意味着车队里**不只招工科生**——营销组、成本组、商业报告组都需要人。**如果你的技术基础暂时不够，从商业报告/成本分析切入是真实可行的路径**，而且这部分分值不低（175/1000）。

**3. 耐久测试 300 分是胜负手**

吉速 2025 年拿下耐久第 1，说明**可靠性工程做得好**。这也是转专业后最实用的能力——真车企最看重耐久与可靠性。

**4. 门槛比 RM 低**

- FSC 静态项目（设计/成本/商业报告）**可以新人深度参与**，不需要先会做机器人
- 2026 年 5 月郑州赛，吉速"**派出全部车手此前均未参加过正赛**"，说明新人上手渠道成熟

**5. 时间上你能做什么**

| 现在（9月） | 10-11 月 | 寒假 | 大一下 |
|---|---|---|---|
| 读 2026 规则最终版（198页） | 关注纳新 | 车架/空动基础 | 争取进队参与 2027 赛车设计 |

**建议优先读**：`2026中国大学生方程式系列赛事规则（最终版）.pdf` 的 **T2、T3、T7、T9、第七章 S** 这几节——分别是尺寸、底盘、制动、空动、静态项目评分。这五节决定"一台车要满足什么"和"分从哪来"。

---

## 八、文件索引

```
吉大方程式\
├── 吉大方程式调研.md           车队主调研
├── 吉大车队-渠道补充.md         5支队/发布会/纳新节奏
├── FSC官方调研与对比.md         ← 本文档
├── FSC官方文件\                 31 份官方 PDF/ZIP
├── _extract\                    FSC2026规则最终版.md（198页）
├── _site\ _news\ _bili\         官网/新闻/B站
├── fsc_scrape.py                抓官网文件清单
├── fsc_dl.py                    并行下载（含 URL 编码修复）
├── fsc_verify.py                PDF 魔数校验 + 规则抽取
├── fsc_extract2~4.py            分段抽取脚本
└── grab_*.py  bing_rss.py       其他渠道抓取
```

### ⚠️ 本次踩的坑（已修复，记录备用）

1. **urllib 不会自动 percent-encode 中文/空格 URL** → 报 `UnicodeEncodeError: 'ascii' codec` 或 `InvalidURL: control characters`。必须 `urllib.parse.quote` 分段处理。
2. **Windows 终端 GBK，`print()` 中文可能崩** → 输出用 `s.encode("ascii","replace").decode()`。
3. **PowerShell 重定向 `>` 会把 UTF-8 转成 UTF-16** → 中文全变豆腐块。**必须让 Python 自己写文件**。
4. **整站重爬 + 下载混在一个脚本会超时** → 拆成"抓清单（存 JSON）"和"读 JSON 下载"两步，下载用 `ThreadPoolExecutor` 并发。
5. **Bing `site:` 语法在国内站已失效**，返回无关结果。
